C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_14_32_377.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_14_32_377.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_14_32_377.jpg,1,0,0,13.73441
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_14_41_967.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_14_41_967.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_14_41_967.jpg,1,0,0.02202857,12.69012
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_14_58_237.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_14_58_237.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_14_58_237.jpg,1,0,0,14.64411
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_14_58_352.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_14_58_352.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_14_58_352.jpg,1,0,0,14.04607
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_14_58_466.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_14_58_466.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_14_58_466.jpg,1,0,0,13.7696
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_16_03_095.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_16_03_095.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_16_03_095.jpg,1,0.1672719,0,13.89789
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_19_29_362.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_19_29_362.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_19_29_362.jpg,1,0,0,10.94399
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_19_29_473.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_19_29_473.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_19_29_473.jpg,1,0,0,10.5299
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_19_29_582.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_19_29_582.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_19_29_582.jpg,1,0.04139434,0,10.38124
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_19_29_693.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_19_29_693.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_19_29_693.jpg,1,0.0801259,0,10.29271
