C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_14_05_712.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_14_05_712.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_14_05_712.jpg,-1.0000,0,0,15.72293
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_19_39_040.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_19_39_040.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_19_39_040.jpg,-1.0000,0.1188574,0,11.93516
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_23_22_831.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_23_22_831.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_23_22_831.jpg,-1.0000,0.05107722,0,15.75317
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\center_2017_01_16_20_23_22_949.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\left_2017_01_16_20_23_22_949.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_offroad\IMG\right_2017_01_16_20_23_22_949.jpg,-1.0000,0.09949167,0,15.29649
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\center_2017_01_16_17_35_53_591.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\left_2017_01_16_17_35_53_591.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\right_2017_01_16_17_35_53_591.jpg,-1.0000,0,0.03171146,12.819
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\center_2017_01_16_17_36_45_637.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\left_2017_01_16_17_36_45_637.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\right_2017_01_16_17_36_45_637.jpg,-1.0000,0.1285403,0,12.46028
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\center_2017_01_16_17_37_43_800.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\left_2017_01_16_17_37_43_800.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\right_2017_01_16_17_37_43_800.jpg,-1.0000,0,0,13.75652
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\center_2017_01_16_17_38_20_298.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\left_2017_01_16_17_38_20_298.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\right_2017_01_16_17_38_20_298.jpg,-1.0000,0,0,14.24202
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\center_2017_01_16_17_39_55_580.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\left_2017_01_16_17_39_55_580.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\right_2017_01_16_17_39_55_580.jpg,-1.0000,0.1091745,0,11.15245
C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\center_2017_01_16_17_41_03_199.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\left_2017_01_16_17_41_03_199.jpg,C:\Users\Matt\Documents\nanodegree\CarND-Behavioral-Cloning-P3\simulator\training_data\track1_forward_recovery_left\IMG\right_2017_01_16_17_41_03_199.jpg,-1.0000,0.09949167,0,11.12598
